#,id,uuid,name,employees_count,industries,keywords,address,annual_revenue,total_funding,technologies,text_search,created_at,updated_at
11,107846,d3b50098-6de5-5c2d-ae43-6cfc78688f50,ACA Group,1500,{management consulting},"{investment adviser,private fund,brokerdealer,investment company,nfa member services,aifmd,cybersecurity,regulatory compliance,aml,gdpr,risk,performance services,financial & regulatory reporting,regulatory technology,regtech,trade surveillance,employee compliance,esg,gips standards verification & consulting,grc,sec,finra,financial conduct authority,fca,surveillance,compliance programs,fca authorization,business consulting & services,regulatory gap analysis,regulatory environment,mnpi risk mitigation,regulatory process automation,regulatory frameworks,compliance automation in finance,regulatory advisory,compliance,regulatory risk analytics,financial services,regulatory compliance monitoring,managed services,private fund compliance,regulatory support,regulatory compliance frameworks,esg data verification,financial crimes,regulatory policies,regulatory compliance solutions,regulatory monitoring,expert call surveillance ai,regulatory compliance gap analysis,ai-powered surveillance,regulatory training,regulatory standards,regtech for asset managers,regulatory compliance testing,regulatory compliance consulting,cybersecurity solutions,regulatory hosting,regulatory oversight tools,regulatory reporting tools,regulatory programs,hedge fund regulation,generative ai compliance,regulatory risk,regulatory compliance management,financial crimes prevention,regtech ai solutions,regulatory change management,regulatory compliance review,regulatory compliance training programs,private equity compliance,distribution compliance,regulatory expertise,consulting,governance,compliance platform,asset manager compliance,regulatory data verification,information technology,regulatory risk assessment,regulatory consulting,regulatory compliance software,regulatory compliance audits,regulatory reporting in uae,regulatory compliance benchmarking,regulatory filings support,regulatory oversight,regulatory testing,regulatory jurisdiction,regulatory audits,regulatory compliance best practices,esg analytics,regulatory data management,regulatory compliance training,regulatory compliance services,regulatory reporting,regulatory challenges,regulatory hosting in europe,ai-driven risk management,regulatory solutions,regulatory compliance automation,risk management,regulatory data analytics,ai risk management,b2b,government,services,management consulting,information technology & services}","140 E 45th St, New York, New York, United States, 10017-0085",150000000,0,"{Salesforce,Cloudflare DNS,ExactTarget,Outlook,Pardot,Microsoft Office 365,Zendesk,Atlassian Cloud,SuccessFactors (SAP),Hubspot,WordPress.org,Google Analytics,Hotjar,Google Tag Manager,Mobile Friendly,AI}","140 E 45th St, New York, New York, United States, 10017-0085 New York New York United States",2025-11-08 16:41:13.959293,2025-11-08 16:41:13.959293
12,100157,93cfbf53-ff4e-5501-8a76-3e6c6c94d25b,Green Link Partners,5,{renewables & environment},"{services for renewable energy,sustainable farming practices,environmental impact reduction,renewable energy,climate change mitigation,ghg reduction,organic waste to energy,carbon credits,support for cooperatives,energy project vetting,environmental services,agriculture,underutilized land development,organic waste digesters,solar energy,carbon sequestration,soil sequestration techniques,green solutions,renewable energy projects,feed additive solutions,energy infrastructure,organic waste to renewable gas,grid scale solar projects,agricultural sustainability,agriculture sustainability,solar power,farm profitability,biochar application,grid scale wind projects,carbon credit monetization,farm support services,renewable energy development,industry partnerships,eco-friendly farming,farmer support,industry leading providers,biochar solutions,project oversight,bioenergy,sustainable agriculture,wind power,energy project development,organic waste management,wind energy,b2b,consulting,services,other scientific and technical consulting services,project management,energy efficiency,risk management,renewables & environment,clean energy & technology,productivity}","5151 Belt Line Road, Dallas, Texas, United States, 75254",0,0,"{Outlook,Microsoft Office 365,GoDaddy Hosting,WordPress.org,Varnish,Mobile Friendly}","5151 Belt Line Road, Dallas, Texas, United States, 75254 Dallas Texas United States",2025-11-08 16:28:39.229053,2025-11-08 16:28:39.229053
13,100158,47cfca63-05be-5af4-9ef3-d7c16fb80870,Omada Technologies,29,{information technology & services},"{data storage,endpoint security,hybrid cloud,microsegmentation,cybersecurity,network infrastructure,network management,zero trust,network security,vendor management,threat intelligence,managed services,data backup,enterprise storage,best-of-breed solutions,data protection,network monitoring,vulnerability management,computer networking,storage solutions,threat detection,cloud integration,virtualization,security compliance,network segmentation,storage scalability,information technology and services,sd-wan,network implementation,cloud connectivity,security strategy,firewalls,remote access,disaster recovery,cloud services,sase,cloud-native storage,data access optimization,cloud backup,network automation,asset inventory,network design,cloud security,b2b,consulting,services,computer systems design and related services,cloud solutions,operational efficiency,access control,data analytics,risk management,computer & network security,information technology & services,cloud computing,enterprise software,enterprises,computer software}","36 Maplewood Avenue, Portsmouth, New Hampshire, United States, 03801",6750000,0,"{Salesforce,Cloudflare DNS,Sendgrid,Outlook,CloudFlare Hosting,Pantheon,Freshdesk,Google Tag Manager,Typekit,WordPress.org,Varnish,Mobile Friendly,Android,Splunk,IoT,"""",SharePoint,Circle,Remote,Micro,AI,ConnectWise,Netskope,KnowBe4}","36 Maplewood Avenue, Portsmouth, New Hampshire, United States, 03801 Portsmouth New Hampshire United States",2025-11-08 16:28:39.229053,2025-11-08 16:28:39.229053
14,100159,91ee7cbc-9a5d-575f-ad77-6b996bd80e65,Granite Source Power,11,{renewables & environment},"{renewable energy power generation,long-term relationships,land leasing,project lifecycle,grid interconnection,renewable energy projects,solar power,energy transition,battery energy storage,site feasibility analysis,renewable energy development,project finance,energy storage,long-term stakeholder value,solar energy,permitting,renewable project pipeline,project financeability,project decommissioning,project siting analysis,fire suppression systems,community engagement,community partnership,environmental studies,landowner partnerships,site assessment,gis-based siting platform,transmission infrastructure,floodplain avoidance,solar development,project lifecycle management,battery safety certification,owner-operator approach,long-term value,decarbonization projects,solar plus storage,renewable project permitting,grid integration,project development,grid risk assessment,wetlands protection,safety standards ul 9540,b2b,services,electric power generation,construction management,energy efficiency,risk assessment,renewables & environment,oil & energy,environmental services}","Boston, Massachusetts, United States, 02113",33000000,40000000,"{Outlook,Amazon AWS,WordPress.org,Mobile Friendly,Microsoft-IIS,Phoenix}","Boston, Massachusetts, United States, 02113 Boston Massachusetts United States",2025-11-08 16:28:39.229053,2025-11-08 16:28:39.229053
15,100160,7112e14a-e3b0-597c-91b0-d336336cae8f,Determinate Systems,9,{information technology & services},"{nix,nixos,vault,tpm,secureboot,rust,linux,hydra,training,software development,devops,bare metal hardware,cloud,nix scalability,automated garbage collection,nix with zero-trust,nix security,secure deployment,nix for critical systems,nix cache,nix store management,nix platform support,nix in cloud environments,information technology and services,nix with soc2,nix for containerized environments,nix with verified flakes,nix for edge devices,nix security features,software development toolkit,nix package management,nix for edge computing,cybersecurity,soc2 compliance,nix for macos,nix for linux,nix automation scripts,nix on macos,nix installer,nix with formal security response slas,nix for cloud,nix private flakes,multi-platform support,nix distribution,nix for critical infrastructure,nix for enterprise compliance,nix compliance,nix expression verification,nix for secure ci pipelines,nix on linux,nix performance improvements,nix authentication,nix for teams,nix automation tools,nix with iam integration,flakes,nix in ci/cd,nix stability guarantee,enterprise security,nix for containers,nix with private flakes and iam roles,nix for devsecops,nix automation,nix performance optimization,enterprise nix,nix for high-assurance environments,nix ci/cd integration,flakehub,cloud computing,flake management,nix for kubernetes,cloud-native nix,secure software deployment,enterprise compliance,nix with semantic versioning for flakes,nix for cloud-native iac,nix security protocols,nix private repositories,nix for devops,b2b,government,consulting,services,computer systems design and related services,information technology & services,enterprise software,enterprises,computer software}","89 Leroi Dr, Pittsfield, Massachusetts, United States, 01201-5929",0,3500000,"{Route 53,Sendgrid,Gmail,Google Apps,Amazon AWS,YouTube,Mobile Friendly,Android,Render,Node.js,Remote,Circle,IoT,AI}","89 Leroi Dr, Pittsfield, Massachusetts, United States, 01201-5929 Pittsfield Massachusetts United States",2025-11-08 16:28:39.229053,2025-11-08 16:28:39.229053
16,100174,97794a14-f133-50ee-91b3-000aeaeb7ce5,ntp-inc.com,22,{computer & network security},"{compliances,breach response,infrastructure security,cyber security,computer & network security,information technology & services}","16274 Westwoods Business Park, Ellisville, Missouri, United States, 63021-4504",33774000,0,"{Outlook,Google Tag Manager,Google Font API,Bootstrap Framework,WordPress.org,reCAPTCHA,Mobile Friendly,Shutterstock,Zscaler,Circle,AI}","16274 Westwoods Business Park, Ellisville, Missouri, United States, 63021-4504 Ellisville Missouri United States",2025-11-08 16:28:39.229053,2025-11-08 16:28:39.229053
17,100161,5fa50874-943a-54f6-b2e3-e381fd5ae56e,Quantum Network Technologies,8,{computer networking},"{computer networking products,integrated photonics,solid-state defect centers,tunable wavelengths,microfabrication,experiment automation,quantum system scalability,quantum interconnects,telecommunications,quantum sensing applications,quantum device connectivity,solid-state spin-photon interfaces,research and development,long memory coherence,quantum communication,quantum network engineering,fiber optic communication systems,distributed quantum computing,quantum routers,compatibility with classical networks,fiber optic quantum networks,instrument control,quantum device integration,information technology and services,fpga programming,spectrally multiplexed photon pairs,entanglement sources,quantum breach detection,quantum sensors,deterministic entanglement generation,diamond-based quantum devices,quantum hardware development,quantum transducers,quantum networking,high qubit density,system versatility,scalable quantum hardware,b2b,consulting,services,research and development in the physical,engineering,and life sciences,information technology & services,research & development}","8 St Marys St, Boston, Massachusetts, United States, 02215",0,0,"{Gmail,Google Apps,Google Font API,Google Tag Manager,Google Plus,Mobile Friendly,Render,Remote,AI}","8 St Marys St, Boston, Massachusetts, United States, 02215 Boston Massachusetts United States",2025-11-08 16:28:39.229053,2025-11-08 16:28:39.229053
18,100162,73c5b239-4a31-5bbb-8186-273e29f9704c,PurpleSec,3,{computer & network security},"{pci,nist 800171,hipaa,cmmc,iso 270001,penetration testing,vulnerability management,risk assessment,healthcare security,network security,virtual ciso,security consultation,small business,startups,real-time monitoring,security awareness training,security metrics,security program maturity,threat detection,veteran-owned,endpoint security,security program development,security consulting,compliance support,security incident simulation,incident response,cloud security,regulatory compliance,cybersecurity,cybersecurity services,security policy development,affordable cybersecurity,security frameworks,managed detection and response,xdr,security roadmap,automated detection,social engineering testing,smb security solutions,security automation,threat intelligence,security automation tools,human vulnerability testing,cyber risk management,ai security,security policy templates,attack surface reduction,proactive threat hunting,b2b,consulting,services,computer systems design and related services,data protection,computer & network security,information technology & services}","1410 12th St NW, Washington, District of Columbia, United States, 20005-4404",0,0,"{Cloudflare DNS,Outlook,Microsoft Office 365,Zendesk,CloudFlare Hosting,CloudFlare,WP Engine,YouTube,Mobile Friendly,Woo Commerce,Google Font API,Google Tag Manager,Linkedin Marketing Solutions,Google Analytics,Vimeo,WordPress.org,reCAPTCHA}","1410 12th St NW, Washington, District of Columbia, United States, 20005-4404 Washington District of Columbia United States",2025-11-08 16:28:39.229053,2025-11-08 16:28:39.229053
19,100163,f97024f6-b410-5d43-8740-af422dd47520,Qumulex,17,{security & investigations},"{video surveillance,access control,cloud,iot,saas,open platform,open api,edge device analytics,multi-site management,security gateways,passkeys & 2fa security,user role management,edge analytics integration,access control software,security analytics,remote monitoring,cloud management,cloud and on-premises hybrid,cybersecure gateways,multi-device access,browser-based ui,cybersecurity,video search & playback,device compatibility,open platform compatibility,multi-deployment options,remote system management,security systems and services,edge analytics tag search,unified cloud video surveillance,browser-based security management,open architecture security platform,open architecture system,event search,information technology and services,edge analytics support for i-pro,axis,hanwha,edge analytics,timelapse video feature,cloud clip sharing,multi-tenant management,open platform integrations,custom user roles & privileges,video management,flexible deployment,cybersecure cloud gateways,cloud & local storage options,unified interface,b2b,services,computer systems design and related services,computer software,information technology & services,cloud computing,enterprise software,enterprises}","9059 Technology Lane, Fishers, Indiana, United States, 46038",0,2775000,"{Route 53,Amazon SES,Gmail,Google Apps,Microsoft Office 365,Hubspot,Google Analytics,Mobile Friendly,YouTube,Google Tag Manager,Render,Android,IoT,Remote,Circle,AI}","9059 Technology Lane, Fishers, Indiana, United States, 46038 Fishers Indiana United States",2025-11-08 16:28:39.229053,2025-11-08 16:28:39.229053
20,100164,a8be3b5b-44e6-5c26-8d32-7b400ad4fca5,Arbor,11,{information technology & services},"{software development,automated data cleansing,security monitoring,compliance,ai for data quality assurance,data compliance,ai for data connectivity,natural language queries,secure data access,threat detection,ccpa,ai-driven data quality,data unification,data validation,ai for data mapping,data science,ai for data transformation,ai-native analysis,natural language data queries,proactive insights,data transformation,enterprise data platform,enterprise-scale,data analytics platforms,data quality standards,ai for data automation,data platform,artificial intelligence,anomaly detection,data automation,business-context ai,data quality assurance,enterprise data unification,data integration tools,business insights,pattern recognition,business context understanding,data harmonization,ai models,automated data mapping,ai for data governance,business services,data security,data governance,data mapping,ai for data monitoring,data privacy,gdpr,data analysis,ai,security,ai-powered anomaly detection,enterprise software,information technology,continuous learning,data analytics,data cleansing,data engineering,data integration,data security protocols,data quality,natural language processing,data management,ai for data insights,data connectivity,compliance certifications,data strategy,multi-model ai architecture,ai for data validation,data monitoring,soc 2,data-driven decisions,ai for data pattern recognition,ai for data security,b2b,services,computer systems design and related services,information technology & services,computer & network security,enterprises,computer software}","New York, New York, United States",0,0,"{Gmail,Google Apps,Amazon AWS,Google Tag Manager,Mobile Friendly,reCAPTCHA,Basis,Gusto,"""",Rippling,Data Analytics,Remote,ADP,TikTok,Reviews,"""",Google Workspace,"""",Render,Android,AI,Canva,Airtable,Lightspeed,Gong,QuickBooks}","New York, New York, United States New York New York United States",2025-11-08 16:28:39.229053,2025-11-08 16:28:39.229053
